Timestamp,Machine_ID,Machine_Name,Health_Score,Risk_Level,Severity,Observed_Data,Model_Inference,Engineering_Hypothesis,Recommended_Action
2026-01-09 10:00:00,MOTOR_01,Ring Spinning Frame Motor,23,HIGH,CRITICAL,"Power: 53.0 kW (Baseline: 45.0 kW, +18%); Temp: 83.1°C (Baseline: 62.0°C, +21.1°C); Vib: 5.81 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1385 RPM; Prod: 48.9 units; Voltage: 417.6 V",Isolation Forest Anomaly Score: 98.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 10:15:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 53.9 kW (Baseline: 45.0 kW, +20%); Temp: 84.2°C (Baseline: 62.0°C, +22.2°C); Vib: 5.85 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1389 RPM; Prod: 48.3 units; Voltage: 416.3 V",Isolation Forest Anomaly Score: 97.7/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 10:30:00,MOTOR_01,Ring Spinning Frame Motor,23,HIGH,CRITICAL,"Power: 57.5 kW (Baseline: 45.0 kW, +28%); Temp: 83.8°C (Baseline: 62.0°C, +21.8°C); Vib: 5.76 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1389 RPM; Prod: 55.4 units; Voltage: 424.5 V",Isolation Forest Anomaly Score: 99.4/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 10:45:00,MOTOR_01,Ring Spinning Frame Motor,23,HIGH,CRITICAL,"Power: 55.7 kW (Baseline: 45.0 kW, +24%); Temp: 84.2°C (Baseline: 62.0°C, +22.2°C); Vib: 5.64 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1390 RPM; Prod: 49.6 units; Voltage: 418.1 V",Isolation Forest Anomaly Score: 98.3/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 11:00:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 52.1 kW (Baseline: 45.0 kW, +16%); Temp: 85.5°C (Baseline: 62.0°C, +23.5°C); Vib: 5.64 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1386 RPM; Prod: 50.2 units; Voltage: 416.5 V",Isolation Forest Anomaly Score: 96.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 11:15:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 52.5 kW (Baseline: 45.0 kW, +17%); Temp: 85.2°C (Baseline: 62.0°C, +23.2°C); Vib: 5.71 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1387 RPM; Prod: 50.8 units; Voltage: 415.6 V",Isolation Forest Anomaly Score: 96.4/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 11:30:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 55.9 kW (Baseline: 45.0 kW, +24%); Temp: 84.3°C (Baseline: 62.0°C, +22.3°C); Vib: 5.75 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1381 RPM; Prod: 48.8 units; Voltage: 419.1 V",Isolation Forest Anomaly Score: 100.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 11:45:00,MOTOR_01,Ring Spinning Frame Motor,24,HIGH,CRITICAL,"Power: 53.1 kW (Baseline: 45.0 kW, +18%); Temp: 83.3°C (Baseline: 62.0°C, +21.3°C); Vib: 5.61 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1386 RPM; Prod: 51.4 units; Voltage: 415.6 V",Isolation Forest Anomaly Score: 98.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 12:00:00,MOTOR_01,Ring Spinning Frame Motor,23,HIGH,CRITICAL,"Power: 54.4 kW (Baseline: 45.0 kW, +21%); Temp: 84.5°C (Baseline: 62.0°C, +22.5°C); Vib: 5.60 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1391 RPM; Prod: 50.9 units; Voltage: 414.6 V",Isolation Forest Anomaly Score: 98.1/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 12:15:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 51.1 kW (Baseline: 45.0 kW, +14%); Temp: 84.6°C (Baseline: 62.0°C, +22.6°C); Vib: 5.76 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1391 RPM; Prod: 47.6 units; Voltage: 411.5 V",Isolation Forest Anomaly Score: 95.9/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 12:30:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 52.8 kW (Baseline: 45.0 kW, +17%); Temp: 84.3°C (Baseline: 62.0°C, +22.3°C); Vib: 5.84 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1388 RPM; Prod: 48.5 units; Voltage: 416.1 V",Isolation Forest Anomaly Score: 96.6/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 12:45:00,MOTOR_01,Ring Spinning Frame Motor,20,HIGH,CRITICAL,"Power: 55.3 kW (Baseline: 45.0 kW, +23%); Temp: 86.9°C (Baseline: 62.0°C, +24.9°C); Vib: 5.68 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1388 RPM; Prod: 52.9 units; Voltage: 412.7 V",Isolation Forest Anomaly Score: 98.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 13:00:00,MOTOR_01,Ring Spinning Frame Motor,45,HIGH,CRITICAL,"Power: 15.4 kW (Baseline: 45.0 kW, -66%); Temp: 71.0°C (Baseline: 62.0°C, +9.0°C); Vib: 5.07 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1393 RPM; Prod: 0.0 units; Voltage: 410.7 V",Isolation Forest Anomaly Score: 95.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-09 13:15:00,MOTOR_01,Ring Spinning Frame Motor,44,HIGH,CRITICAL,"Power: 16.0 kW (Baseline: 45.0 kW, -64%); Temp: 73.2°C (Baseline: 62.0°C, +11.2°C); Vib: 5.10 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1391 RPM; Prod: 0.0 units; Voltage: 411.2 V",Isolation Forest Anomaly Score: 97.1/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-09 13:30:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 51.8 kW (Baseline: 45.0 kW, +15%); Temp: 84.8°C (Baseline: 62.0°C, +22.8°C); Vib: 5.72 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1395 RPM; Prod: 46.7 units; Voltage: 414.3 V",Isolation Forest Anomaly Score: 96.3/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 13:45:00,MOTOR_01,Ring Spinning Frame Motor,20,HIGH,CRITICAL,"Power: 49.5 kW (Baseline: 45.0 kW, +10%); Temp: 86.2°C (Baseline: 62.0°C, +24.2°C); Vib: 5.76 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1394 RPM; Prod: 45.6 units; Voltage: 414.3 V",Isolation Forest Anomaly Score: 96.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-09 14:00:00,MOTOR_01,Ring Spinning Frame Motor,22,HIGH,CRITICAL,"Power: 48.6 kW (Baseline: 45.0 kW, +8%); Temp: 84.9°C (Baseline: 62.0°C, +22.9°C); Vib: 5.61 mm/s (Baseline: 1.80 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 1392 RPM; Prod: 44.2 units; Voltage: 408.5 V",Isolation Forest Anomaly Score: 95.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_DEGRADED,"Drive-end bearing race fatigue, mechanical binding, or dynamic shaft misalignment. Frictional torque is causing thermal runaway and motor slip.","Schedule immediate shutdown at shift end. Inspect bearing lubrication, perform dial gauge alignment check, and test bearing acoustic ultrasound."
2026-01-10 12:15:00,HVAC_01,Humidification & Climate Plant,55,HIGH,HIGH,"Power: 40.5 kW (Baseline: 48.0 kW, -16%); Temp: 115.0°C (Baseline: 45.0°C, +70.0°C); Vib: 1.70 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 975 RPM; Prod: 1180.9 units; Voltage: 416.5 V",Isolation Forest Anomaly Score: 84.7/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-11 14:00:00,COMPRESSOR_01,Screw Air Compressor,39,HIGH,CRITICAL,"Power: 31.6 kW (Baseline: 38.0 kW, -17%); Temp: 79.8°C (Baseline: 75.0°C, +4.8°C); Vib: 6.75 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2949 RPM; Prod: 199.9 units; Voltage: 410.9 V",Isolation Forest Anomaly Score: 88.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 14:15:00,COMPRESSOR_01,Screw Air Compressor,37,HIGH,CRITICAL,"Power: 32.0 kW (Baseline: 38.0 kW, -16%); Temp: 79.4°C (Baseline: 75.0°C, +4.4°C); Vib: 6.95 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2959 RPM; Prod: 195.8 units; Voltage: 415.4 V",Isolation Forest Anomaly Score: 93.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 14:30:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 32.5 kW (Baseline: 38.0 kW, -14%); Temp: 80.3°C (Baseline: 75.0°C, +5.3°C); Vib: 6.85 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2952 RPM; Prod: 202.6 units; Voltage: 412.6 V",Isolation Forest Anomaly Score: 93.6/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 14:45:00,COMPRESSOR_01,Screw Air Compressor,39,HIGH,CRITICAL,"Power: 32.5 kW (Baseline: 38.0 kW, -14%); Temp: 79.2°C (Baseline: 75.0°C, +4.2°C); Vib: 6.74 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2952 RPM; Prod: 199.4 units; Voltage: 411.8 V",Isolation Forest Anomaly Score: 86.2/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 15:00:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 30.0 kW (Baseline: 38.0 kW, -21%); Temp: 79.4°C (Baseline: 75.0°C, +4.4°C); Vib: 6.78 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2957 RPM; Prod: 191.4 units; Voltage: 410.1 V",Isolation Forest Anomaly Score: 89.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 15:15:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 31.4 kW (Baseline: 38.0 kW, -17%); Temp: 81.3°C (Baseline: 75.0°C, +6.3°C); Vib: 6.79 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2955 RPM; Prod: 199.3 units; Voltage: 411.5 V",Isolation Forest Anomaly Score: 100.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 15:30:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 30.3 kW (Baseline: 38.0 kW, -20%); Temp: 79.9°C (Baseline: 75.0°C, +4.9°C); Vib: 6.81 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2951 RPM; Prod: 196.6 units; Voltage: 409.9 V",Isolation Forest Anomaly Score: 88.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 15:45:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 31.9 kW (Baseline: 38.0 kW, -16%); Temp: 78.8°C (Baseline: 75.0°C, +3.8°C); Vib: 6.82 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2948 RPM; Prod: 195.7 units; Voltage: 413.9 V",Isolation Forest Anomaly Score: 85.7/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 16:00:00,COMPRESSOR_01,Screw Air Compressor,37,HIGH,CRITICAL,"Power: 33.0 kW (Baseline: 38.0 kW, -13%); Temp: 79.5°C (Baseline: 75.0°C, +4.5°C); Vib: 6.95 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2949 RPM; Prod: 210.6 units; Voltage: 409.3 V",Isolation Forest Anomaly Score: 90.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 16:15:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 30.7 kW (Baseline: 38.0 kW, -19%); Temp: 77.8°C (Baseline: 75.0°C, +2.8°C); Vib: 6.80 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2956 RPM; Prod: 183.8 units; Voltage: 410.7 V",Isolation Forest Anomaly Score: 85.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 16:30:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 31.0 kW (Baseline: 38.0 kW, -19%); Temp: 77.8°C (Baseline: 75.0°C, +2.8°C); Vib: 6.83 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2961 RPM; Prod: 187.3 units; Voltage: 407.2 V",Isolation Forest Anomaly Score: 87.4/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 16:45:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 34.1 kW (Baseline: 38.0 kW, -10%); Temp: 78.7°C (Baseline: 75.0°C, +3.7°C); Vib: 6.86 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2951 RPM; Prod: 199.6 units; Voltage: 409.2 V",Isolation Forest Anomaly Score: 86.1/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 17:00:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 28.5 kW (Baseline: 38.0 kW, -25%); Temp: 76.3°C (Baseline: 75.0°C, +1.3°C); Vib: 6.89 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2958 RPM; Prod: 180.2 units; Voltage: 406.0 V",Isolation Forest Anomaly Score: 91.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 17:15:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 31.9 kW (Baseline: 38.0 kW, -16%); Temp: 77.9°C (Baseline: 75.0°C, +2.9°C); Vib: 6.88 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2952 RPM; Prod: 192.6 units; Voltage: 404.3 V",Isolation Forest Anomaly Score: 87.4/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-11 17:30:00,COMPRESSOR_01,Screw Air Compressor,38,HIGH,CRITICAL,"Power: 30.5 kW (Baseline: 38.0 kW, -20%); Temp: 78.1°C (Baseline: 75.0°C, +3.1°C); Vib: 6.85 mm/s (Baseline: 2.20 mm/s, ISO: ZONE_C_UNSATISFACTORY); Speed: 2949 RPM; Prod: 193.6 units; Voltage: 407.1 V",Isolation Forest Anomaly Score: 85.2/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-12 12:00:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 52.7 kW (Baseline: 48.0 kW, +10%); Temp: 74.0°C (Baseline: 45.0°C, +29.0°C); Vib: 1.76 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 987 RPM; Prod: 1155.6 units; Voltage: 414.7 V",Isolation Forest Anomaly Score: 88.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 12:15:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 51.7 kW (Baseline: 48.0 kW, +8%); Temp: 74.3°C (Baseline: 45.0°C, +29.3°C); Vib: 1.61 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 980 RPM; Prod: 1178.5 units; Voltage: 416.0 V",Isolation Forest Anomaly Score: 88.0/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 12:30:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 54.6 kW (Baseline: 48.0 kW, +14%); Temp: 73.5°C (Baseline: 45.0°C, +28.5°C); Vib: 1.73 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 979 RPM; Prod: 1216.7 units; Voltage: 416.4 V",Isolation Forest Anomaly Score: 88.7/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 12:45:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 53.6 kW (Baseline: 48.0 kW, +12%); Temp: 73.2°C (Baseline: 45.0°C, +28.2°C); Vib: 1.79 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 977 RPM; Prod: 1190.8 units; Voltage: 413.5 V",Isolation Forest Anomaly Score: 89.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 13:30:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 54.4 kW (Baseline: 48.0 kW, +13%); Temp: 73.7°C (Baseline: 45.0°C, +28.7°C); Vib: 1.63 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 987 RPM; Prod: 1188.0 units; Voltage: 413.0 V",Isolation Forest Anomaly Score: 96.9/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 13:45:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 52.9 kW (Baseline: 48.0 kW, +10%); Temp: 74.7°C (Baseline: 45.0°C, +29.7°C); Vib: 1.65 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 978 RPM; Prod: 1160.4 units; Voltage: 414.3 V",Isolation Forest Anomaly Score: 91.2/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 14:00:00,HVAC_01,Humidification & Climate Plant,55,HIGH,HIGH,"Power: 49.7 kW (Baseline: 48.0 kW, +4%); Temp: 73.6°C (Baseline: 45.0°C, +28.6°C); Vib: 1.79 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 986 RPM; Prod: 1103.9 units; Voltage: 411.4 V",Isolation Forest Anomaly Score: 82.4/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
